Unnamed: 0,project_name,db_name,activity_id,activity_name,activity_unit,activity_location,impact_method,impact_category,impact_indicator,sub_activity_id,sub_activity,sub_activity_unit,sub_activity_location,value,percentage,total_impact,exchange_type,compartment,sub_compartment,production_amount,production_unit,production_location,activity_categories,VSI_modify,coeff_2025,coeff_2030,coeff_2035,coeff_2040,coeff_source,coeff_comments,id_to_match,coeff_tech,coeff_tech.1
337,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),ionising radiation,IRP_HE,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '62e41ec78b96b9df85abc4e3e3017a7d')",market for conveyor belt,meter,GLO,1.95965629046183e-06,0.0508802918425617,0.00385150363627154,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,market for conveyor belt_,,
338,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),ionising radiation,IRP_HE,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '589cdd55be7880845c0fa0ae24b4b768')","market for mine infrastructure, iron",unit,GLO,7.4543657287287e-07,0.0193544299388093,0.00385150363627154,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market for mine infrastructure, iron_",,
339,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),ionising radiation,IRP_HE,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '09acd340c26329625c85420419c71c47')","market for electricity, medium voltage",kilowatt hour,NZ,4.94760662662197e-08,0.00128459092704155,0.00385150363627154,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market for electricity, medium voltage_",,
340,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),ionising radiation,IRP_HE,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '647f9b331f7ef89f264647d9ca69b192')","market for non-sulfidic tailing, off-site",kilogram,GLO,0.0,0.0,0.00385150363627154,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market for non-sulfidic tailing, off-site_",,
341,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),ionising radiation,IRP_HE,"('biosphere3', '5324b57a-96f1-4dc3-9dc5-544881960f4f')","Spodumene, in ground",kilogram,,0.0,0.0,0.00385150363627154,biosphere,natural resource,in ground,1,kilogram,RoW,Absent,,,,,,,,"Spodumene, in ground_natural resource",,
342,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),ionising radiation,IRP_HE,"('biosphere3', '626915e9-2424-4059-8b6a-fae47161acdf')","Transformation, to mineral extraction site",square meter,,0.0,0.0,0.00385150363627154,biosphere,natural resource,land,1,kilogram,RoW,Absent,,,,,,,,"Transformation, to mineral extraction site_natural resource",,
343,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),ionising radiation,IRP_HE,"('biosphere3', '67c40aae-d403-464d-9649-c12695e43ad8')","Water, well, in ground",cubic meter,,0.0,0.0,0.00385150363627154,biosphere,natural resource,in water,1,kilogram,RoW,Absent,,,,,,,,"Water, well, in ground_natural resource",,
344,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),ionising radiation,IRP_HE,"('biosphere3', '0d218f74-181d-49b6-978c-8af836611102')","Gangue, in ground",kilogram,,0.0,0.0,0.00385150363627154,biosphere,natural resource,in ground,1,kilogram,RoW,Absent,,,,,,,,"Gangue, in ground_natural resource",,
345,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),ionising radiation,IRP_HE,"('biosphere3', '0930b6b8-d9c6-4462-966f-ac7495b63bed')","Transformation, from forest, unspecified",square meter,,0.0,0.0,0.00385150363627154,biosphere,natural resource,land,1,kilogram,RoW,Absent,,,,,,,,"Transformation, from forest, unspecified_natural resource",,
346,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),ionising radiation,IRP_HE,"('biosphere3', '7678cec7-b8e1-439d-8242-99cd452834b1')","Particulates, > 10 um",kilogram,,0.0,0.0,0.00385150363627154,biosphere,air,non-urban air or from high stacks,1,kilogram,RoW,Absent,,,,,,,,"Particulates, > 10 um_air",,
347,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),ionising radiation,IRP_HE,"('biosphere3', '379ba5c9-5c3a-43d0-8e2d-605ad9c39e46')","Occupation, mineral extraction site",square meter-year,,0.0,0.0,0.00385150363627154,biosphere,natural resource,land,1,kilogram,RoW,Absent,,,,,,,,"Occupation, mineral extraction site_natural resource",,
348,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),ionising radiation,IRP_HE,"('biosphere3', '66f50b33-fd62-4fdd-a373-c5b0de7de00d')","Particulates, < 2.5 um",kilogram,,0.0,0.0,0.00385150363627154,biosphere,air,non-urban air or from high stacks,1,kilogram,RoW,Present,,,,,,,,"Particulates, < 2.5 um_air",,
349,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),ionising radiation,IRP_HE,"('biosphere3', '295c9740-6fdb-4676-9eb8-15e3786f713d')","Particulates, > 2.5 um, and < 10um",kilogram,,0.0,0.0,0.00385150363627154,biosphere,air,non-urban air or from high stacks,1,kilogram,RoW,Present,,,,,,,,"Particulates, > 2.5 um, and < 10um_air",,
350,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),fossil depletion,FDP,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '978f1efe3db6163151b68a019d3f3231')","market group for electricity, medium voltage",kilowatt hour,RAS,0.00422525111558742,43.9725893633571,0.00960882944752936,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market group for electricity, medium voltage_",,
351,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),fossil depletion,FDP,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '4d805afe963249a65b0863c62c71df75')","market group for heat, district or industrial, other than natural gas",megajoule,RER,0.00140026651882701,14.572706555709,0.00960882944752936,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market group for heat, district or industrial, other than natural gas_",,
352,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),fossil depletion,FDP,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', 'fb215a840ab29c6a22ac08414212fa54')","market group for electricity, medium voltage",kilowatt hour,RNA,0.00108030604799754,11.2428475694853,0.00960882944752936,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market group for electricity, medium voltage_",,
353,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),fossil depletion,FDP,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '4d897d9709b7282dfae394368a8a8bce')","market for diesel, burned in building machine",megajoule,GLO,0.000808115045272505,8.41012997145337,0.00960882944752936,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market for diesel, burned in building machine_",,
354,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),fossil depletion,FDP,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '3855bf674145307cd56a3fac8c83b643')","market group for electricity, medium voltage",kilowatt hour,RER,0.000607823256762918,6.32567431945836,0.00960882944752936,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market group for electricity, medium voltage_",,
355,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),fossil depletion,FDP,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '1a3afbe2cf0f55a886376693fe1b0627')","market for recultivation, iron mine",square meter,GLO,0.000403030469133752,4.1943763424522,0.00960882944752936,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market for recultivation, iron mine_",,
356,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),fossil depletion,FDP,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '5d760744265684f0aadaf091e832fdf1')","market group for electricity, medium voltage",kilowatt hour,RAF,0.000301917866771481,3.14208789343337,0.00960882944752936,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market group for electricity, medium voltage_",,
357,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),fossil depletion,FDP,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '2429923082c474d476bda7e1ea4f6a63')","market group for electricity, medium voltage",kilowatt hour,RLA,0.000267018723655626,2.77888919887409,0.00960882944752936,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market group for electricity, medium voltage_",,
358,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),fossil depletion,FDP,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', 'e821e3881da3c8f13b0d223d7e676b30')",market for blasting,kilogram,GLO,0.000254727435173089,2.65097259311418,0.00960882944752936,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,market for blasting_,,
359,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),fossil depletion,FDP,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '71001db5901dd156cd5183cf1429d200')","market for industrial machine, heavy, unspecified",kilogram,RER,0.000145805164539702,1.51740818521023,0.00960882944752936,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market for industrial machine, heavy, unspecified_",,
360,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),fossil depletion,FDP,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', 'b0bb2d53b7b5a8ad24660731e9b49dcf')","market group for heat, central or small-scale, other than natural gas",megajoule,RER,6.33904517896884e-05,0.659710447935856,0.00960882944752936,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market group for heat, central or small-scale, other than natural gas_",,
361,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),fossil depletion,FDP,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', 'ad84216bbc55e9f6a05876159c70033d')","market for heat, district or industrial, other than natural gas",megajoule,CA-QC,3.4937639195674e-05,0.363599326915488,0.00960882944752936,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market for heat, district or industrial, other than natural gas_",,
362,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),fossil depletion,FDP,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '62e41ec78b96b9df85abc4e3e3017a7d')",market for conveyor belt,meter,GLO,9.71187466078179e-06,0.101072401313969,0.00960882944752936,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,market for conveyor belt_,,
363,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),fossil depletion,FDP,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '589cdd55be7880845c0fa0ae24b4b768')","market for mine infrastructure, iron",unit,GLO,3.7998356537843e-06,0.0395452502777154,0.00960882944752936,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market for mine infrastructure, iron_",,
364,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),fossil depletion,FDP,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '09acd340c26329625c85420419c71c47')","market for electricity, medium voltage",kilowatt hour,NZ,2.72800250837271e-06,0.0283905810095749,0.00960882944752936,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market for electricity, medium voltage_",,
365,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),fossil depletion,FDP,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '647f9b331f7ef89f264647d9ca69b192')","market for non-sulfidic tailing, off-site",kilogram,GLO,0.0,0.0,0.00960882944752936,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market for non-sulfidic tailing, off-site_",,
366,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),fossil depletion,FDP,"('biosphere3', '5324b57a-96f1-4dc3-9dc5-544881960f4f')","Spodumene, in ground",kilogram,,0.0,0.0,0.00960882944752936,biosphere,natural resource,in ground,1,kilogram,RoW,Absent,,,,,,,,"Spodumene, in ground_natural resource",,
367,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),fossil depletion,FDP,"('biosphere3', '626915e9-2424-4059-8b6a-fae47161acdf')","Transformation, to mineral extraction site",square meter,,0.0,0.0,0.00960882944752936,biosphere,natural resource,land,1,kilogram,RoW,Absent,,,,,,,,"Transformation, to mineral extraction site_natural resource",,
368,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),fossil depletion,FDP,"('biosphere3', '67c40aae-d403-464d-9649-c12695e43ad8')","Water, well, in ground",cubic meter,,0.0,0.0,0.00960882944752936,biosphere,natural resource,in water,1,kilogram,RoW,Absent,,,,,,,,"Water, well, in ground_natural resource",,
369,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),fossil depletion,FDP,"('biosphere3', '0d218f74-181d-49b6-978c-8af836611102')","Gangue, in ground",kilogram,,0.0,0.0,0.00960882944752936,biosphere,natural resource,in ground,1,kilogram,RoW,Absent,,,,,,,,"Gangue, in ground_natural resource",,
370,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),fossil depletion,FDP,"('biosphere3', '0930b6b8-d9c6-4462-966f-ac7495b63bed')","Transformation, from forest, unspecified",square meter,,0.0,0.0,0.00960882944752936,biosphere,natural resource,land,1,kilogram,RoW,Absent,,,,,,,,"Transformation, from forest, unspecified_natural resource",,
371,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),fossil depletion,FDP,"('biosphere3', '7678cec7-b8e1-439d-8242-99cd452834b1')","Particulates, > 10 um",kilogram,,0.0,0.0,0.00960882944752936,biosphere,air,non-urban air or from high stacks,1,kilogram,RoW,Absent,,,,,,,,"Particulates, > 10 um_air",,
372,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),fossil depletion,FDP,"('biosphere3', '379ba5c9-5c3a-43d0-8e2d-605ad9c39e46')","Occupation, mineral extraction site",square meter-year,,0.0,0.0,0.00960882944752936,biosphere,natural resource,land,1,kilogram,RoW,Absent,,,,,,,,"Occupation, mineral extraction site_natural resource",,
373,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),fossil depletion,FDP,"('biosphere3', '66f50b33-fd62-4fdd-a373-c5b0de7de00d')","Particulates, < 2.5 um",kilogram,,0.0,0.0,0.00960882944752936,biosphere,air,non-urban air or from high stacks,1,kilogram,RoW,Present,,,,,,,,"Particulates, < 2.5 um_air",,
374,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),fossil depletion,FDP,"('biosphere3', '295c9740-6fdb-4676-9eb8-15e3786f713d')","Particulates, > 2.5 um, and < 10um",kilogram,,0.0,0.0,0.00960882944752936,biosphere,air,non-urban air or from high stacks,1,kilogram,RoW,Present,,,,,,,,"Particulates, > 2.5 um, and < 10um_air",,
375,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),freshwater ecotoxicity,FETPinf,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '978f1efe3db6163151b68a019d3f3231')","market group for electricity, medium voltage",kilowatt hour,RAS,0.000176803131341561,32.9240014479063,0.000537003777081306,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market group for electricity, medium voltage_",,
376,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),freshwater ecotoxicity,FETPinf,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '71001db5901dd156cd5183cf1429d200')","market for industrial machine, heavy, unspecified",kilogram,RER,9.83004459266826e-05,18.3053546589485,0.000537003777081306,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market for industrial machine, heavy, unspecified_",,
377,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),freshwater ecotoxicity,FETPinf,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', 'fb215a840ab29c6a22ac08414212fa54')","market group for electricity, medium voltage",kilowatt hour,RNA,8.41257545010087e-05,15.6657658831087,0.000537003777081306,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market group for electricity, medium voltage_",,
378,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),freshwater ecotoxicity,FETPinf,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '3855bf674145307cd56a3fac8c83b643')","market group for electricity, medium voltage",kilowatt hour,RER,5.57942716184644e-05,10.3899216355077,0.000537003777081306,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market group for electricity, medium voltage_",,
379,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),freshwater ecotoxicity,FETPinf,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', 'e821e3881da3c8f13b0d223d7e676b30')",market for blasting,kilogram,GLO,4.3167682920305e-05,8.03861811827984,0.000537003777081306,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,market for blasting_,,
380,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),freshwater ecotoxicity,FETPinf,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '4d805afe963249a65b0863c62c71df75')","market group for heat, district or industrial, other than natural gas",megajoule,RER,3.80673899595131e-05,7.08884957316593,0.000537003777081306,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market group for heat, district or industrial, other than natural gas_",,
381,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),freshwater ecotoxicity,FETPinf,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '2429923082c474d476bda7e1ea4f6a63')","market group for electricity, medium voltage",kilowatt hour,RLA,1.38338560029851e-05,2.57611893871104,0.000537003777081306,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market group for electricity, medium voltage_",,
382,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),freshwater ecotoxicity,FETPinf,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '5d760744265684f0aadaf091e832fdf1')","market group for electricity, medium voltage",kilowatt hour,RAF,1.07073806003688e-05,1.9939115993867,0.000537003777081306,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market group for electricity, medium voltage_",,
383,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),freshwater ecotoxicity,FETPinf,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '4d897d9709b7282dfae394368a8a8bce')","market for diesel, burned in building machine",megajoule,GLO,6.49204722117492e-06,1.20893883772292,0.000537003777081306,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market for diesel, burned in building machine_",,
384,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),freshwater ecotoxicity,FETPinf,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '1a3afbe2cf0f55a886376693fe1b0627')","market for recultivation, iron mine",square meter,GLO,3.23777270636794e-06,0.602932948435802,0.000537003777081306,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market for recultivation, iron mine_",,
385,test-EI38-SSP1-Base,EI38_cutoff_remind_SSP1-Base_2025_baseline,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '0b5870b08f744c37b54945c34adb7dcd')",spodumene production,kilogram,RoW,ReCiPe Midpoint (H),freshwater ecotoxicity,FETPinf,"('EI38_cutoff_remind_SSP1-Base_2025_baseline', '589cdd55be7880845c0fa0ae24b4b768')","market for mine infrastructure, iron",unit,GLO,2.06849511992294e-06,0.38519191264641,0.000537003777081306,technosphere,,,1,kilogram,RoW,Absent,,,,,,,,"market for mine infrastructure, iron_",,
